

,,xiya:LeftElbow1,,,xiya:LeftElbow2,,,xiya:LeftElbow3,,,xiya:LeftHand1,,,xiya:LeftHand2,,,xiya:LeftHand3,,,xiya:RightElbow1,,,xiya:RightElbow2,,,xiya:RightElbow3,,,xiya:RightHand1,,,xiya:RightHand2,,,xiya:RightHand3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
73,0,-184.64,65.8854,1060.54,-120.559,52.5149,1038.73,-203.507,99.4376,959.956,-213.263,117.979,865.278,-217.993,142.198,822.919,-185.123,162.367,863.047,287.861,39.2379,1066.99,230.174,4.86308,1051.14,300.716,84.6055,956.061,311.996,86.8677,866.976,309.321,114.054,824.094,270.513,127.931,869.526
74,0,-184.675,66.3564,1060.51,-120.815,53.13,1038.54,-203.425,100.079,959.944,-213.232,118.93,865.435,-217.916,143.158,823.062,-185.003,163.155,863.292,287.895,39.277,1066.99,230.168,4.87472,1051.1,300.837,84.6521,956.058,312.118,87.045,867.047,309.556,114.315,824.156,270.782,128.124,869.622
75,0,-184.758,66.7961,1060.56,-120.93,53.4337,1038.53,-203.502,100.663,960.069,-213.227,119.665,865.598,-217.841,144.292,823.217,-184.837,163.911,863.473,287.968,39.3576,1067,230.298,5.03502,1051.04,300.984,84.9865,956.191,312.273,87.2071,867.087,309.86,114.635,824.254,271.072,128.49,869.746
76,0,-184.972,67.2787,1060.59,-121.073,53.7469,1038.59,-203.673,101.402,960.203,-213.384,120.408,865.778,-217.796,145.342,823.395,-184.745,164.641,863.651,288.009,39.4478,1066.97,230.351,5.07701,1051.02,300.722,85.7166,956.561,312.382,87.419,867.111,310.181,115.031,824.377,271.246,129.129,870.056
77,0,-185.244,67.8114,1060.69,-121.255,54.0638,1038.56,-203.816,102.056,960.327,-213.603,121.24,866.052,-217.694,146.155,823.485,-184.667,165.448,863.841,288.086,39.5486,1066.97,230.479,5.20862,1050.87,301.175,85.3508,956.246,312.488,87.7813,867.193,310.303,115.337,824.461,271.411,129.555,870.168
78,0,-185.495,68.2801,1060.76,-121.472,54.3687,1038.56,-203.913,102.576,960.417,-213.727,122.004,866.224,-217.819,146.958,823.659,-184.696,166.147,864.052,288.144,39.6887,1066.95,230.598,5.32085,1050.81,301.178,85.7046,956.348,312.665,88.0727,867.218,310.465,115.688,824.491,271.634,129.61,869.939
79,0,-185.622,68.5741,1060.78,-121.727,54.6911,1038.47,-204.14,103.059,960.57,-213.742,122.597,866.209,-217.984,147.631,823.835,-184.796,166.764,864.234,288.212,39.8379,1066.96,230.626,5.42086,1050.77,301.071,86.049,956.385,312.774,88.4161,867.263,310.46,116.14,824.586,271.668,130.123,869.996
80,0,-185.7,68.8591,1060.78,-122.141,55.6735,1038.17,-204.472,103.543,960.706,-213.908,123.255,866.357,-218.17,148.274,824.063,-184.879,167.311,864.45,288.281,40.0737,1066.86,230.722,5.61248,1050.66,301.198,86.1958,956.333,312.955,88.6917,867.31,310.465,116.719,824.678,271.761,130.629,869.994
81,0,-185.875,69.0901,1060.85,-122.409,56.11,1038.01,-204.661,103.966,960.857,-214.179,124.027,866.555,-218.385,148.836,824.249,-185.023,167.819,864.661,288.344,40.2241,1066.85,230.808,5.84386,1050.55,301.294,86.5891,956.389,313.056,89.1232,867.339,310.515,117.149,824.7,271.828,131.095,870.063
82,0,-185.956,69.293,1060.93,-122.279,55.471,1038.45,-204.784,104.273,961.011,-214.384,124.56,866.756,-218.539,149.308,824.439,-185.322,168.309,864.956,288.401,40.4784,1066.83,230.863,6.03562,1050.45,301.306,86.9733,956.407,313.073,89.6155,867.346,310.535,117.536,824.755,271.962,131.503,870.039
83,0,-186.074,69.4459,1061.04,-122.456,55.5771,1038.52,-205.006,104.605,961.173,-214.531,124.919,866.869,-218.869,149.837,824.752,-185.738,168.715,865.219,288.427,40.7294,1066.78,230.9,6.20011,1050.39,301.291,87.3017,956.461,313.126,90.0779,867.301,310.542,117.915,824.743,271.986,131.931,870.07
84,0,-186.146,69.5805,1061.17,-122.523,55.7673,1038.54,-205.165,104.816,961.387,-214.711,125.089,867.017,-219.177,150.252,825.017,-186.288,169.033,865.535,288.498,40.9161,1066.72,230.942,6.45248,1050.32,301.413,87.705,956.358,313.236,90.4866,867.23,310.559,118.309,824.768,272.042,132.22,870.053
85,0,-186.24,69.7036,1061.27,-122.632,55.9182,1038.6,-205.341,104.961,961.529,-214.887,125.215,867.186,-219.565,150.535,825.234,-186.862,169.346,865.823,288.573,41.1225,1066.67,230.978,6.6392,1050.23,301.477,88.0994,956.403,313.215,91.1225,867.214,310.607,118.71,824.771,272.122,132.526,869.999
86,0,-186.326,69.7933,1061.38,-122.732,56.0427,1038.67,-205.532,105.064,961.663,-215.073,125.347,867.372,-220.103,150.898,825.609,-187.31,169.626,866.048,288.546,41.3046,1066.61,231.001,6.85066,1050.14,301.537,88.2818,956.35,313.221,91.4413,867.115,310.563,119.252,824.778,272.175,132.806,869.971
87,0,-186.417,69.892,1061.45,-122.83,56.0915,1038.71,-205.846,105.14,961.81,-215.305,125.415,867.531,-220.463,150.941,825.763,-187.674,169.878,866.151,288.56,41.5067,1066.55,230.963,6.9866,1050.07,301.648,88.4186,956.344,313.178,91.8675,867.052,310.597,119.867,824.792,272.201,133.137,869.956
88,0,-186.551,69.9762,1061.53,-122.942,56.1331,1038.79,-206.057,105.152,961.928,-215.577,125.517,867.726,-220.737,150.934,825.812,-187.985,170.08,866.282,288.584,41.6342,1066.52,230.977,7.17168,1050.02,301.659,88.6009,956.328,313.215,92.3018,867.054,310.562,120.395,824.788,272.188,133.464,869.965
89,0,-186.683,70.0344,1061.61,-123.08,56.1647,1038.82,-206.272,105.203,962.047,-215.954,125.559,867.892,-221.077,150.905,825.877,-188.306,170.241,866.395,288.574,41.7919,1066.43,231.002,7.31182,1049.98,301.65,88.751,956.3,313.074,92.6791,866.971,310.496,120.853,824.846,272.292,134.331,870.296
90,0,-186.798,70.0755,1061.7,-123.214,56.2475,1038.83,-206.508,105.263,962.123,-216.285,125.672,868.005,-221.486,150.87,825.951,-188.577,170.356,866.413,288.583,41.9772,1066.33,231.051,7.50582,1049.92,301.775,88.8294,956.299,313.025,93.1116,866.926,310.452,121.238,824.902,272.234,134.6,870.338
91,0,-186.893,70.1093,1061.76,-123.306,56.3375,1038.84,-206.776,105.293,962.211,-216.764,126.059,868.306,-221.958,150.943,826.116,-188.876,170.415,866.472,288.642,42.1009,1066.28,231.098,7.60725,1049.88,301.752,88.9736,956.236,312.986,93.3859,866.889,310.395,121.592,824.931,272.112,134.58,870.186
92,0,-187.017,70.1446,1061.83,-123.427,56.4255,1038.89,-207.009,105.299,962.259,-217.286,125.84,868.277,-222.363,150.951,826.171,-189.331,170.458,866.599,288.644,42.2146,1066.26,231.119,7.69136,1049.79,301.712,89.1824,956.145,313.009,93.6904,866.891,310.346,121.858,824.95,272.078,134.954,870.338
93,0,-187.114,70.1757,1061.89,-123.586,57.0312,1038.8,-207.082,105.243,962.292,-217.857,125.826,868.482,-222.768,150.999,826.288,-189.749,170.394,866.66,288.647,42.3439,1066.21,231.131,7.77095,1049.78,301.745,89.3217,956.094,312.867,93.8217,866.956,310.283,122.268,824.994,272.019,135.358,870.474
94,0,-187.202,70.2484,1061.96,-123.378,56.4549,1039.29,-207.264,105.179,962.334,-218.265,125.725,868.557,-223.141,151.067,826.415,-190.2,170.344,866.72,288.645,42.3861,1066.14,231.151,7.86565,1049.74,301.753,89.3342,955.768,312.817,94.0506,866.952,310.234,122.544,824.944,272.052,135.607,870.565
95,0,-187.325,70.2693,1061.98,-123.855,57.1687,1038.78,-207.508,105.143,962.383,-218.57,125.65,868.657,-223.561,151.099,826.516,-190.699,170.254,866.79,288.67,42.4953,1066.12,231.174,7.96042,1049.73,301.583,89.7671,955.852,312.866,94.2508,866.974,310.247,122.875,825.004,272.078,135.81,870.633
96,0,-187.448,70.302,1062.04,-123.879,57.2529,1038.7,-207.714,105.143,962.436,-218.89,125.554,868.659,-224.069,151.082,826.658,-191.233,170.228,866.847,288.69,42.575,1066.07,231.284,8.0786,1049.66,301.715,89.6972,955.96,312.771,94.5796,866.986,310.204,123.082,824.994,272.092,136.125,870.736
97,0,-187.525,70.3425,1062.07,-123.945,56.8919,1038.69,-207.934,105.136,962.493,-219.12,125.507,868.623,-224.506,150.994,826.706,-191.633,170.24,866.897,288.682,42.6841,1065.92,231.349,8.14381,1049.57,301.691,89.7902,955.926,312.766,94.6955,866.988,310.247,123.308,824.972,272.33,136.758,870.998
98,0,-187.618,70.363,1062.09,-123.982,57.0033,1038.62,-208.141,105.158,962.547,-219.373,125.468,868.597,-225.096,151.052,826.906,-191.994,170.231,866.968,288.725,42.6959,1065.93,231.316,8.20266,1049.55,301.251,90.6887,956.157,312.899,94.7108,866.961,310.306,123.507,825.01,272.407,136.797,870.978
99,0,-187.703,70.3583,1062.14,-124.105,57.0258,1038.62,-208.415,105.21,962.628,-219.618,125.452,868.608,-225.795,151.095,827.092,-192.326,170.218,866.994,288.763,42.767,1065.89,231.359,8.26697,1049.54,301.35,90.594,956.039,313.005,94.7774,866.955,310.415,123.644,824.96,272.62,137.254,871.182
100,0,-187.771,70.3467,1062.15,-124.203,57.4949,1038.6,-208.699,105.195,962.728,-219.948,125.455,868.714,-226.272,151.072,827.2,-192.705,170.309,867.114,288.792,42.8178,1065.8,231.418,8.31394,1049.46,301.658,90.3535,955.919,313.076,94.8773,866.934,310.548,123.805,824.978,272.775,137.392,871.237
101,0,-187.893,70.293,1062.21,-124.324,57.509,1038.53,-209.102,105.219,962.874,-220.355,125.488,868.752,-226.642,150.968,827.244,-193.102,170.352,867.217,288.839,42.8238,1065.77,231.474,8.44103,1049.37,302.036,90.2701,955.915,313.31,94.9051,866.862,310.699,123.879,824.986,273.053,137.498,871.317
102,0,-187.977,70.2902,1062.25,-124.452,57.5997,1038.56,-209.305,105.209,962.978,-220.753,125.501,868.845,-226.978,150.864,827.256,-193.549,170.405,867.326,288.876,42.7466,1065.76,231.43,8.47578,1049.34,302.344,89.9889,956.008,313.458,94.9277,866.868,310.962,123.923,824.971,273.41,137.656,871.456
103,0,-188.062,70.2502,1062.27,-124.567,57.7324,1038.45,-209.636,105.193,963.116,-221.453,125.533,869.024,-227.29,150.813,827.213,-194.165,170.603,867.445,288.974,42.76,1065.71,231.558,8.55808,1049.22,303.466,89.1353,955.403,313.712,95.1222,866.885,311.29,123.984,824.987,273.784,137.74,871.499
104,0,-188.183,70.226,1062.31,-124.665,57.8463,1038.37,-209.937,105.2,963.224,-222.062,125.551,869.234,-227.642,150.778,827.237,-194.8,170.725,867.562,289.017,42.702,1065.66,231.55,8.53679,1049.16,303.786,89.1404,955.509,314.049,95.1695,866.926,311.848,124.016,825.065,274.35,137.864,871.619
105,0,-188.291,70.2472,1062.3,-124.783,58.0497,1038.29,-210.27,105.236,963.331,-222.444,125.673,869.371,-228.054,150.95,827.297,-195.485,170.879,867.652,289.21,42.6135,1065.71,231.672,8.64149,1049.12,303.576,89.9648,956.083,314.48,94.9799,866.989,312.752,123.925,825.263,275.16,138.002,871.624
106,0,-188.436,70.2921,1062.32,-125.011,57.997,1038.11,-210.544,105.273,963.416,-222.838,125.854,869.494,-228.775,151.28,827.549,-196.049,171.072,867.767,289.334,42.6138,1065.67,231.855,8.73392,1048.95,303.956,89.9368,956.216,314.939,95.047,867.069,313.483,124.079,825.302,275.919,138.209,871.687
107,0,-188.609,70.3186,1062.32,-125.181,58.1187,1038,-210.923,105.315,963.472,-223.222,126.003,869.556,-229.578,151.704,827.847,-196.544,171.273,867.87,289.528,42.5012,1065.79,232.03,8.80486,1048.94,304.245,90.0176,956.354,315.664,95.1365,867.109,314.195,124.043,825.384,276.563,138.368,871.645
108,0,-188.798,70.3763,1062.35,-125.366,58.3025,1037.94,-211.147,105.527,963.498,-223.733,126.235,869.628,-230.58,152.24,828.35,-197.034,171.63,868.081,289.877,42.3689,1065.89,232.292,8.92521,1048.78,304.653,90.2445,956.499,316.538,95.2053,867.175,314.94,124.036,825.461,277.086,137.858,871.38
109,0,-189.077,70.4763,1062.37,-125.643,58.3822,1037.88,-211.66,105.712,963.6,-224.282,126.518,869.759,-231.048,152.443,828.418,-197.714,172.124,868.357,290.358,42.2658,1066.05,232.539,9.035,1048.7,305.341,90.4461,956.506,317.405,95.0915,867.327,315.723,123.95,825.613,278.081,138.578,871.83
110,0,-189.41,70.6058,1062.4,-125.905,58.59,1037.82,-212.081,106.007,963.715,-225.048,126.933,870.001,-231.6,152.71,828.46,-198.525,172.613,868.671,290.787,42.1478,1066.17,232.89,9.10211,1048.59,306.452,90.2387,957.039,318.326,95.0524,867.469,317.032,124.057,825.811,279.51,138.82,872.116
111,0,-189.77,70.8315,1062.46,-126.375,58.8092,1037.76,-212.665,106.406,963.931,-226.161,127.423,870.367,-232.098,153.195,828.469,-199.353,172.988,868.955,291.279,42.0315,1066.22,233.207,9.16013,1048.55,307.326,90.1662,956.855,319.282,95.0863,867.639,318.531,124.224,826.002,281.078,139.287,872.302
112,0,-190.274,71.1642,1062.54,-126.811,58.9774,1037.77,-213.529,106.711,964.151,-227.071,127.874,870.592,-233.337,154.197,828.744,-200.336,173.468,869.137,291.825,41.8746,1066.26,233.693,9.27804,1048.44,308.19,90.5248,957.162,320.808,95.1719,867.933,319.898,124.381,826.11,282.542,139.384,872.516
113,0,-190.786,71.4767,1062.73,-127.631,59.4698,1037.58,-214.305,107.028,964.294,-227.845,128.495,870.796,-234.628,154.769,829.306,-201.28,174.154,869.351,292.319,41.8822,1066.3,234.277,9.50342,1048.31,309.509,90.208,957.303,322.456,95.2281,868.349,321.626,124.567,826.612,284.432,139.738,872.77
114,0,-191.285,71.7287,1062.79,-128.265,59.7745,1037.54,-215.318,107.483,964.598,-228.861,129.269,871.163,-235.671,155.366,829.58,-202.189,174.956,869.722,292.998,41.8564,1066.38,234.837,9.67963,1048.2,310.978,90.2686,957.754,323.884,95.4143,868.641,323.507,124.852,827.026,286.124,140.312,873.318
115,0,-191.806,71.9215,1062.81,-128.607,59.6675,1037.84,-216.141,108.019,964.897,-230.229,129.907,871.542,-236.696,156.258,829.78,-203.65,175.632,870.273,293.958,41.6554,1066.52,235.472,9.83822,1048.14,312.56,90.5421,958.259,326.298,95.4482,869.31,325.823,125.143,827.367,288.301,140.861,873.889
116,0,-192.408,72.1639,1062.92,-129.497,60.7661,1037.25,-217.207,108.39,965.277,-231.735,130.887,872.048,-238.42,157.515,830.709,-205.158,176.562,870.627,294.802,41.7546,1066.72,236.225,10.221,1048.02,314.004,90.3902,958.845,328.093,95.7264,869.713,328.33,125.482,828.099,291.001,141.121,874.392
117,0,-193.152,72.5844,1063.15,-130.431,61.6613,1037.05,-218.195,109,965.545,-232.861,131.999,872.632,-239.815,158.021,830.986,-206.403,177.729,871.22,295.535,41.7112,1066.87,237.007,10.5435,1048.02,316.772,89.2834,958.706,330.704,96.27,870.362,331.207,125.9,828.779,293.991,141.595,874.939
118,0,-194.045,73.0944,1063.44,-131.346,61.9968,1037.12,-219.748,109.782,966.173,-234.884,132.76,873.034,-241.673,159.162,831.672,-208.389,178.623,871.956,296.402,41.6016,1067.31,237.986,10.9707,1047.97,317.857,90.5522,960.142,333.159,96.171,871.027,333.962,125.995,829.556,297.028,142.449,875.722
119,0,-194.983,73.3877,1063.62,-132.204,62.5542,1037.11,-220.751,110.336,966.401,-236.559,133.688,873.539,-243.776,160.335,832.459,-210.239,179.777,872.491,297.516,41.7096,1067.73,239.073,11.3912,1047.87,320.942,89.8535,960.462,335.936,96.5665,871.895,337.334,126.614,830.43,299.967,142.804,876.266
120,0,-195.922,73.6966,1063.89,-133.2,63.5264,1036.95,-222.357,111.254,967.073,-238.467,134.709,874.376,-245.928,161.751,833.4,-212.262,180.872,873.368,298.726,41.6698,1068.27,240.175,11.8585,1047.93,322.342,90.5249,961.582,338.946,96.7909,873.039,341.107,127.121,831.453,303.339,143.532,877.406
121,0,-197.199,74.3626,1064.37,-134.475,63.8767,1037.2,-224.178,111.841,967.695,-240.729,135.942,875.065,-248.278,162.709,834.113,-214.629,182.315,874.209,300.266,41.4173,1069.02,241.421,12.3781,1047.83,325.687,90.2637,961.989,342.418,97.2282,873.995,344.988,127.466,832.808,306.947,144.362,878.723
122,0,-198.303,74.8347,1064.7,-135.835,65.2334,1037.14,-225.641,112.967,968.28,-243.11,137.205,875.913,-250.941,164.427,835.131,-217.038,183.443,875.164,301.743,41.415,1069.56,242.739,13.0578,1047.87,328.672,89.8668,963.361,345.679,97.5829,875.083,349.239,128.106,834.305,311.202,144.596,879.75
123,0,-199.531,75.5041,1065.13,-137.3,65.8193,1036.95,-227.92,114.051,969.15,-245.72,138.619,876.804,-254.042,166.133,836.21,-219.581,185.076,876.058,303.386,41.2188,1070.44,244.248,13.5056,1048.1,330.698,91.1794,964.824,349.389,97.9156,876.43,353.708,128.718,835.938,315.248,145.584,881.104
124,0,-200.956,76.3292,1065.61,-139.017,67.2254,1036.9,-230.303,115.099,970.153,-248.769,140.259,877.947,-256.857,167.805,837.241,-222.947,186.683,877.269,305.005,41.3433,1071.09,246,14.0911,1048.25,334.449,90.7187,965.639,353.585,98.4382,878.09,358.271,129.267,837.495,319.709,146.365,882.412
125,0,-202.484,77.1047,1066.06,-140.574,68.7185,1036.89,-232.728,116.174,970.95,-252.071,141.991,879.182,-260.274,169.693,838.556,-225.928,188.383,878.478,306.87,41.3023,1072.11,247.899,14.8123,1048.29,338.174,90.7249,966.867,357.671,98.8734,879.706,362.89,129.784,839.259,324.086,146.929,884.304
126,0,-204.208,77.9772,1066.68,-142.535,69.3909,1037.06,-235.141,117.648,972.167,-255.472,143.737,880.514,-264.063,171.717,840.134,-229.183,190.158,879.646,309.338,41.0523,1073.08,250.26,15.2779,1048.69,341.098,91.5853,968.753,362.131,99.3942,881.398,367.841,130.613,841.184,328.806,147.632,885.812
127,0,-206.258,78.9911,1067.42,-144.459,70.5224,1037.47,-237.889,119.137,973.254,-259.231,145.593,881.967,-268.22,173.697,841.601,-232.976,192.116,881.17,311.714,40.921,1074.06,252.549,15.8569,1048.83,344.585,92.1611,970.666,366.855,100.151,883.15,373.06,131.412,843.157,333.818,148.564,887.545
128,0,-208.191,79.8538,1068.28,-146.94,72.8311,1036.89,-241.073,120.463,974.697,-263.442,147.826,883.823,-272.529,176.116,843.469,-237.038,194.151,882.787,314.147,40.8655,1075.42,255.218,16.5097,1049.07,348.322,93.2195,972.7,372.168,100.726,885.371,378.734,132.309,845.437,339.355,149.446,889.464
129,0,-210.273,80.9332,1069.25,-149.405,74.2551,1037.53,-244.376,121.905,976.396,-267.77,149.802,885.5,-277.297,178.042,845.31,-241.329,196.244,884.628,316.706,41.1482,1076.72,258.252,17.0641,1049.62,352.48,93.3275,974.478,377.474,101.902,887.562,384.634,133.131,847.862,344.493,150.387,891.869
130,0,-212.543,82.0901,1070.21,-152.065,75.4482,1037.86,-248.114,123.668,978.3,-272.342,152.034,887.505,-282.414,180.59,847.742,-245.932,198.326,886.563,319.423,41.2225,1078.22,261.24,17.4277,1050.17,357.098,93.3605,976.539,383.034,102.343,890.366,390.53,133.887,850.615,350.086,151,894.076
131,0,-215.124,83.2242,1071.38,-154.934,77.3056,1037.94,-251.553,125.505,980.082,-277.234,154.266,889.831,-288.091,182.943,850.372,-250.803,200.732,888.692,322.4,40.6325,1079.91,264.346,18.1458,1050.81,361.627,94.1748,978.898,388.478,103.187,892.95,396.929,134.922,853.523,355.739,152.114,896.948
132,0,-217.801,84.1646,1072.65,-157.806,79.1209,1038.72,-255.466,127.267,981.957,-282.937,156.504,892.946,-293.409,185.442,853.255,-256.078,202.934,891.021,325.272,41.0209,1081.38,267.415,18.5761,1051.67,366.554,93.833,981.72,394.847,103.817,896.138,403.258,135.514,856.738,361.99,152.718,899.464
133,0,-220.277,85.275,1073.95,-161.209,81.3525,1038.39,-259.496,128.64,984.083,-288.619,158.831,895.914,-299.411,187.702,856.327,-261.62,205.067,893.666,328.231,40.7487,1083.61,270.715,19.2134,1052.62,371.044,94.4346,984.556,400.681,104.63,899.239,410.155,136.447,860.275,368.039,153.338,902.848
134,0,-223.056,86.2651,1075.46,-164.503,83.3098,1039.14,-263.828,130.191,986.639,-293.746,161.112,898.548,-305.498,189.968,859.441,-266.864,207.127,896.704,331.172,40.7708,1085.23,274.038,19.8108,1053.62,375.933,94.6122,987.483,406.917,105.001,902.82,417.039,136.826,863.725,374.781,154.046,905.67
135,0,-225.872,87.3596,1077.04,-168.145,84.3719,1040.67,-268.027,131.952,989.241,-299.417,163.15,901.775,-312.016,192.059,863.335,-272.935,209.288,899.705,334.326,40.4979,1087.3,277.419,20.2809,1054.79,380.916,94.7444,990.564,413.161,105.432,906.305,424.19,137.559,867.791,381.189,154.716,909.374
136,0,-228.724,88.5671,1078.65,-171.017,85.9555,1041.84,-272.172,133.451,991.645,-305.69,165.064,905.47,-318.576,193.961,866.971,-278.959,211.252,902.906,337.523,40.4314,1089.71,280.918,21.0504,1055.8,385.972,94.8331,993.79,419.402,105.817,910.105,431.594,138.144,872.107,387.741,155.274,912.755
137,0,-231.76,89.6453,1080.46,-174.505,87.3166,1042.61,-276.841,134.646,994.702,-310.984,167.163,908.421,-325.602,195.966,871.218,-285.145,213.148,906.604,340.647,40.4019,1091.83,284.267,21.3738,1057.07,391.078,94.879,997.153,426.238,106.1,914.069,439.26,138.383,876.521,395.021,155.835,916.478
138,0,-234.711,90.7654,1082.34,-177.836,89.2673,1043.74,-281.254,136.158,997.517,-317.369,168.558,912.482,-332.07,198.164,875.1,-291.522,215.065,909.987,343.666,40.1017,1094.29,287.891,22.0081,1058.35,396.215,94.8821,1000.64,432.664,106.145,918.231,446.364,138.742,880.942,401.671,156.143,920.624
139,0,-237.733,91.753,1084.31,-181.313,90.746,1044.79,-285.995,137.381,1000.53,-323.193,170.241,915.974,-339.183,199.938,879.582,-298.125,217.096,914.118,346.714,40.0739,1096.33,291.488,22.6203,1059.65,401.362,94.8413,1004.25,439.043,106.471,922.491,453.871,139.137,885.89,408.734,156.346,924.532
140,0,-240.811,92.7789,1086.28,-184.71,92.8291,1045.61,-290.392,138.242,1003.38,-329.172,171.664,920.116,-346.082,201.779,883.98,-304.454,218.921,917.737,350.078,39.6704,1099.01,295.051,23.1544,1061.03,407.085,93.6268,1007.75,445.769,106.335,926.777,461.589,139.388,890.863,416.102,156.83,928.768
141,0,-243.871,93.7941,1088.28,-188.539,94.2597,1047.23,-295.17,139.444,1006.82,-335.53,173.36,924.092,-352.777,203.326,888.609,-311.244,220.586,922.149,352.87,39.9534,1101.53,298.708,23.7354,1062.63,411.517,94.8582,1011.98,451.657,106.408,931.244,469.195,139.303,896.01,422.441,157.231,933.187
142,0,-246.944,94.5874,1090.39,-192.25,95.5426,1048.99,-299.519,140.591,1009.94,-341.069,174.605,928.209,-359.747,204.995,893.502,-317.313,222.442,926.183,355.769,39.5235,1104.11,302.13,24.1932,1064.42,415.904,96.8793,1016.37,458.664,106.531,936.115,476.133,139.368,901.234,429.906,157.552,937.781
143,0,-249.874,95.4195,1092.39,-195.918,97.0221,1050.48,-304.23,141.536,1013.41,-347.951,176.073,933.116,-366.617,206.783,898.418,-324.343,224.198,930.562,358.93,39.118,1106.81,305.639,25.0391,1065.77,421.81,93.315,1020,464.687,106.604,940.933,483.952,139.34,906.843,436.554,157.858,942.368
144,0,-252.812,96.0704,1094.61,-199.439,99.0766,1051.58,-308.772,142.643,1016.8,-353.399,177.742,936.934,-373.033,208.393,903.177,-330.423,225.547,935.288,361.939,38.4878,1109.08,308.888,25.6255,1067.38,426.484,94.2685,1023.72,471.783,106.604,946.136,491.556,139.396,912.322,443.839,157.802,947.492
145,0,-255.641,96.6563,1096.69,-202.609,100.823,1052.97,-313.042,143.493,1020.3,-359.599,179.046,941.769,-380.121,209.687,908.883,-336.963,227.243,939.887,364.446,38.4545,1111.91,312.207,26.3374,1069.32,431.997,93.2287,1027.51,478.065,106.414,951.33,498.921,139.13,918.294,451.15,158.065,952.834
146,0,-258.397,97.1786,1098.74,-205.884,102.555,1054.54,-317.521,144.123,1023.65,-365.25,180.269,946.519,-386.413,211.464,914.129,-342.931,228.975,944.599,367.443,38.3469,1114.44,315.567,27.0853,1070.72,436.818,92.6422,1031.8,484.557,106.331,956.517,506.085,138.977,924.076,457.987,158.344,957.935
147,0,-261.183,97.437,1100.89,-209.15,104.17,1056.08,-321.579,144.623,1027.13,-370.663,181.599,951.032,-393.002,212.731,919.573,-349.294,230.049,949.814,370.052,38.07,1117.25,318.824,27.8236,1072.5,441.207,92.5303,1037.03,490.492,106.2,961.939,513.252,138.892,930.122,464.28,158.347,963.037
148,0,-263.807,97.6147,1103.07,-212.732,105.756,1057.52,-325.637,145.106,1030.71,-376.34,182.748,955.896,-399.1,214.177,925.337,-355.035,231.787,955.003,372.394,37.6908,1119.79,321.854,28.8857,1074.28,445.597,92.4906,1040.99,496.502,105.644,967.227,520.498,138.558,936.518,471.626,158.103,968.912
149,0,-266.469,97.9437,1105.4,-215.972,107.039,1059.32,-329.769,145.588,1034.32,-381.468,183.984,960.531,-405.253,215.822,930.916,-360.998,232.682,960.232,375.27,37.4387,1122.83,324.902,29.3814,1075.95,449.917,92.3228,1045.58,502.469,105.376,972.719,527.016,138.261,942.763,477.356,157.846,974.352
150,0,-268.855,98.0768,1107.44,-219.087,108.25,1061.16,-333.411,146.223,1037.85,-386.378,185.116,965.498,-410.785,216.972,936.746,-366.485,234.47,965.735,377.218,37.1563,1125.31,328.108,30.4413,1078.09,454.001,92.4629,1050.08,507.834,105.243,978.129,533.826,138.004,949.254,484.06,157.653,979.634
151,0,-271.424,98.1094,1109.69,-222.034,109.311,1063.13,-337.172,146.655,1041.53,-391.248,186.251,970.374,-416.853,218.452,942.49,-371.498,235.58,970.72,379.884,37.0268,1128.38,331.238,30.8775,1080.1,457.859,93.6647,1055.28,513.521,104.779,983.62,540.107,137.454,955.547,489.766,157.673,985.369
