

,,xiya:LeftElbow1,,,xiya:LeftElbow2,,,xiya:LeftElbow3,,,xiya:LeftHand1,,,xiya:LeftHand2,,,xiya:LeftHand3,,,xiya:RightElbow1,,,xiya:RightElbow2,,,xiya:RightElbow3,,,xiya:RightHand1,,,xiya:RightHand2,,,xiya:RightHand3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
2519,0,-334.689,76.3787,1374.38,-344.919,123.294,1323.3,-428.58,86.3131,1410.98,-522.22,97.0467,1436.97,-568.933,112.806,1458.63,-529.57,149.711,1442.27,429.658,70.1795,1405.62,442.824,99.597,1347.4,531.771,80.7669,1463.1,623.359,76.8386,1476.43,665.056,85.6844,1509.61,613.149,124.023,1508.49
2520,0,-336.135,76.79,1368.28,-344.993,123.486,1316.91,-430.889,87.8842,1403.05,-524.692,98.4879,1427.48,-571.821,114.118,1447.76,-531.43,150.98,1432.25,431.304,70.7512,1400.18,443.246,99.7872,1341.93,534.855,81.7734,1455.96,626.414,79.221,1467.41,668.404,88.0372,1500.2,616.254,126.574,1499.47
2521,0,-335.749,79.2837,1360.35,-345.409,124.461,1310.51,-432.336,88.5349,1394.62,-526.937,99.9005,1417.04,-574.085,115.705,1436.69,-534.12,152.506,1421.8,433.074,71.2923,1394.45,443.716,100.491,1335.87,537.183,83.9195,1448.27,629.346,81.4028,1457.53,671.682,90.9225,1489.52,619.389,128.8,1489.7
2522,0,-336.842,79.6027,1353.84,-345.098,124.239,1303.67,-434.646,89.692,1386.04,-529.158,101.194,1406.65,-576.741,117.632,1424.88,-535.656,154.007,1410.97,434.695,71.9664,1388.69,443.945,100.875,1329.66,539.832,85.506,1440.03,632.505,84.0972,1447.15,674.877,93.7691,1478.31,622.993,131.496,1479.3
2523,0,-337.847,79.7454,1347.08,-345.032,124.328,1296.41,-435.965,90.8376,1376.63,-531.257,102.734,1395.15,-578.521,119.247,1412.81,-537.239,155.473,1399.7,436.004,72.5306,1382.44,443.989,101.733,1323.03,543.068,87.1253,1430.75,635.398,86.4085,1436.02,678.232,96.6037,1466.41,625.792,133.686,1468.34
2524,0,-338.723,79.7947,1339.99,-344.463,124.279,1288.96,-437.513,90.9276,1367.38,-532.678,104.643,1383.33,-580.119,120.99,1399.67,-538.945,157.148,1387.6,437.434,73.3623,1375.99,443.815,101.923,1316.83,545.041,89.1163,1421.8,638.133,89.124,1424.4,681.47,99.3446,1453.85,629.082,136.258,1456.72
2525,0,-339.505,80.0244,1332.59,-343.792,124.329,1281.2,-438.482,92.1,1356.79,-534.183,106.087,1371.22,-581.923,122.847,1386.6,-540.21,158.747,1375.27,438.739,74.0365,1369.32,443.665,102.731,1309.53,547.511,90.4841,1412.08,640.502,91.382,1412.34,684.607,102.374,1440.76,631.955,138.866,1444.72
2526,0,-340.122,80.395,1325.19,-342.513,124.222,1273.12,-439.755,92.9464,1346.54,-535.648,107.491,1358.54,-584.114,125.068,1372.8,-541.004,159.928,1362.43,439.894,74.6205,1362.26,443.517,103.103,1302.5,549.836,91.8458,1402.6,642.63,93.9711,1400.03,687.228,105.398,1427.17,634.478,141.588,1432.56
2527,0,-340.723,80.9518,1317.46,-341.725,124.671,1265.15,-440.865,93.7121,1336.11,-537.09,109.038,1345.07,-584.881,126.418,1358.73,-541.869,161.229,1349.36,441.157,75.1044,1354.74,442.892,103.527,1294.9,552.311,93.3598,1391.82,644.605,96.0001,1387.86,689.917,108.262,1413.5,636.886,144.159,1419.85
2528,0,-341.018,81.5659,1309.67,-340.465,124.962,1257.07,-441.341,95.1207,1325.02,-538.108,110.385,1331.38,-585.806,127.894,1343.7,-542.695,162.999,1335.85,442.196,75.7047,1347.27,442.582,104.224,1286.93,553.793,95.3611,1381.9,646.155,98.2188,1375.07,692.028,111.037,1399.35,639.278,146.537,1406.68
2529,0,-341.295,82.0891,1301.71,-338.826,124.831,1248.69,-441.84,96.2491,1313.95,-538.839,111.631,1317.69,-586.484,129.664,1328.68,-543.027,164.072,1321.55,442.947,76.1309,1339.35,441.66,104.438,1279.45,555.574,96.8636,1371.1,647.582,100.481,1361.61,693.835,114.232,1384.34,641.104,149.082,1393.2
2530,0,-341.071,82.479,1293.54,-337.689,124.771,1240.52,-442.041,97.3503,1302.74,-538.931,113.021,1303.24,-586.656,131.213,1312.99,-543.171,165.899,1307.29,443.633,76.8953,1331.15,440.594,105.176,1271.16,557.191,98.0654,1359.51,648.396,102.629,1347.73,695.306,116.649,1369.47,642.568,151.655,1379.48
2531,0,-340.868,82.8748,1285.42,-335.317,125.408,1232.2,-441.76,98.2338,1291.46,-538.221,114.731,1288.47,-585.76,132.72,1297.35,-542.022,167.141,1292.18,444.202,77.665,1322.7,439.58,105.964,1262.69,558.14,99.6989,1347.83,649.067,104.847,1333.59,696.491,119.031,1353.98,643.539,153.671,1365.42
2532,0,-340.167,83.1538,1277.06,-333.323,125.552,1223.93,-441.148,99.1855,1279.93,-537.084,115.805,1274.32,-584.969,134.777,1281.74,-540.804,168.611,1277.3,444.392,78.1187,1314.16,438.113,106.547,1253.92,558.972,100.955,1335.92,649.283,107.131,1319.18,697.079,121.568,1338.28,644.423,155.702,1351.08
2533,0,-339.158,83.4339,1268.51,-330.608,125.126,1215.49,-439.881,99.695,1268.35,-535.859,116.769,1259.97,-583.736,136.636,1265.56,-539.081,170.382,1261.98,444.398,79.0134,1305.45,436.285,107.448,1245.33,559.261,102.729,1323.92,649.292,109.31,1304.26,697.15,123.939,1321.92,645.03,157.498,1336.61
2534,0,-337.667,83.6633,1259.89,-327.554,125.062,1206.78,-438.764,100.318,1256.72,-533.82,118.496,1245.66,-581.869,138.42,1249.28,-537.228,171.289,1247.17,444.208,79.4984,1296.6,434.167,108.347,1236.73,559.606,104.481,1311.55,648.429,111.566,1289.14,696.308,125.963,1305.56,644.781,159.61,1321.7
2535,0,-336.341,84.1146,1251.33,-324.284,124.994,1198.16,-436.513,101.079,1244.86,-531.74,119.7,1231.31,-579.525,139.455,1233.59,-534.702,172.55,1231.72,443.734,80.2474,1287.49,432.184,108.67,1227.93,559.176,106.181,1299.08,647.359,113.508,1274.14,695.632,128.351,1289.13,644.173,161.714,1306.46
2536,0,-334.555,84.3474,1242.53,-321.111,125.1,1189.72,-435.006,102.002,1233.3,-529.21,121.076,1216.71,-576.698,141.047,1217.35,-531.731,173.69,1216.36,443.177,80.5516,1278.33,429.72,109.227,1218.94,558.619,107.208,1286.38,645.718,115.316,1258.6,694.202,130.668,1272.19,643.295,163.617,1291.13
2537,0,-332.519,84.4675,1233.81,-317.401,125.472,1181.01,-432.493,102.873,1221.44,-526.485,122.425,1202.04,-573.098,142.207,1201.05,-528.014,174.742,1200.29,442.053,81.1495,1269.29,427.039,109.62,1210.3,557.774,108.427,1273.69,643.523,117.74,1243,692.059,133.111,1255.33,641.784,165.786,1275.5
2538,0,-331.919,83.2839,1226.82,-313.747,126.55,1173.74,-429.699,103.607,1209.41,-522.426,123.437,1186.68,-569.064,143.223,1185.03,-524.021,175.828,1185.05,440.769,81.5301,1260.12,423.515,110.404,1201.49,556.252,109.707,1260.59,641.019,119.243,1227.52,689.888,134.915,1238.26,639.889,167.51,1260
2539,0,-329.161,83.3689,1218.13,-309.68,125.578,1165.28,-426.729,104.018,1197.89,-518.634,124.149,1172,-564.523,144.455,1169.19,-518.79,176.839,1169.38,438.923,82.0219,1251.3,420.333,109.958,1192.58,554.315,111.294,1248.16,638.04,121.305,1211.91,686.791,137.089,1221.43,637.449,169.526,1244.35
2540,0,-326.05,83.1669,1209.5,-305.306,125.321,1157.19,-423.006,104.341,1186.09,-514.234,124.54,1157.65,-558.741,145.53,1152.93,-513.581,177.484,1154.52,437.015,83.0917,1242.53,416.367,110.335,1183.93,551.953,112.601,1235.39,635.086,121.535,1197.33,683.242,139.191,1204.22,634.767,171.1,1228.64
2541,0,-322.542,83.0065,1201.05,-299.98,124.303,1149.1,-418.927,104.28,1174.79,-509.089,124.963,1143.52,-553.952,146.592,1137.45,-508.052,177.823,1140.21,434.822,83.7911,1233.87,411.609,110.823,1175.88,549.414,113.76,1222.76,630.885,123.153,1181.97,679.324,141.172,1186.8,631.354,172.949,1212.84
2542,0,-318.941,82.9142,1192.89,-294.668,123.248,1141.19,-414.521,104.313,1163.53,-503.671,125.29,1129.65,-547.969,147.468,1121.78,-502.408,178.157,1126.04,432.833,83.2748,1226.08,407.522,110.999,1167.91,546.431,115.322,1210.3,626.292,124.722,1166.44,674.69,142.961,1169.91,627.482,174.742,1197.01
2543,0,-315.291,82.9383,1184.92,-289.917,123.171,1133.8,-409.901,104.438,1152.44,-498.333,125.832,1116.19,-542.6,147.894,1107.11,-496.082,178.526,1111.94,430.292,83.9092,1217.62,403.034,109.951,1159.81,542.856,117.111,1197.79,620.655,127.132,1151,669.328,144.897,1152.95,623.033,177.019,1181.07
2544,0,-311.569,82.9413,1177.18,-284.383,122.143,1126.34,-405.587,104.589,1142.1,-492.27,126.28,1102.7,-535.741,148.348,1091.86,-489.9,178.741,1097.93,427.237,84.6193,1209.14,397.797,109.831,1151.84,539.131,118.635,1186,615.866,127.706,1136.5,663.979,146.816,1136.16,617.791,178.603,1165.34
2545,0,-307.778,82.9845,1169.66,-278.806,121.721,1119.44,-400.547,104.695,1131.45,-486.158,126.48,1089.42,-528.648,148.321,1077.27,-483.073,178.789,1084.24,424.194,85.0498,1201.03,393.132,109.268,1144.66,534.67,119.849,1174.74,610.071,128.761,1121.9,657.982,148.618,1119.91,612.782,180.364,1149.77
2546,0,-303.796,82.9658,1162.39,-273.278,120.724,1112.01,-395.209,104.951,1121.04,-479.585,126.371,1076.28,-520.953,148.314,1063.11,-475.457,178.768,1070.42,420.965,85.9102,1193,388.199,108.785,1136.93,530.864,120.743,1160.94,604.233,130.114,1107.61,651.205,150.542,1103.71,606.791,181.962,1134.57
2547,0,-299.658,82.7744,1155.32,-267.505,119.38,1105.53,-389.662,104.793,1111.03,-472.288,126.233,1063.28,-513.107,148.337,1049.05,-467.74,178.571,1057.86,417.564,86.8672,1184.74,382.911,108.208,1129.83,525.838,121.684,1149.86,597.624,131.045,1093.9,644.079,151.982,1087.95,600.728,183.514,1119.98
2548,0,-295.336,82.4624,1148.63,-261.689,118.81,1099.5,-383.884,104.467,1101.53,-464.644,125.477,1051.16,-505.105,148.3,1035.38,-459.885,178.352,1045.2,413.903,87.4302,1177.01,377.994,107.153,1122.33,519.609,122.802,1138.73,590.77,131.399,1080.42,636.819,153.237,1072.81,594.021,184.887,1104.93
2549,0,-291.079,82.1148,1142.08,-255.866,117.911,1093.55,-377.967,104.093,1092.53,-457.181,125.258,1039.39,-497.37,148.208,1022.33,-452.071,177.851,1033.09,410.086,88.3792,1169.41,372.215,106.689,1115.66,513.222,124.306,1127.74,583.809,132.595,1066.98,629.023,154.655,1057.43,586.836,186.102,1090.66
2550,0,-286.711,81.9528,1135.74,-249.69,116.014,1087.68,-372.558,103.919,1083.79,-449.703,125.101,1027.82,-489.467,148.234,1009.58,-444.085,177.591,1021,406.286,88.9174,1161.74,366.749,105.541,1109.22,506.853,125.399,1116.68,575.639,133.606,1053.47,620.542,155.797,1042.58,578.987,187.897,1076.2
2551,0,-282.577,81.7495,1129.77,-244.182,115.353,1082.01,-366.505,103.83,1074.81,-442.62,125.058,1017.08,-481.352,148.318,997.305,-435.919,177.379,1009.6,402.384,89.2445,1154.48,361.161,104.051,1102.87,500.382,126.281,1106.01,567.398,134.509,1040.42,611.769,157.171,1027.98,571.011,188.867,1062.25
2552,0,-278.576,81.457,1123.89,-238.86,113.963,1076.87,-360.988,103.995,1066.66,-435.364,125.131,1006.72,-472.882,148.227,985.617,-427.337,176.939,998.48,398.209,89.1471,1147.51,355.429,102.637,1096.97,493.639,126.738,1095.65,558.887,135.621,1027.69,602.773,158.425,1013.97,562.25,190.165,1048.32
2553,0,-274.532,81.2269,1118.11,-233.137,112.921,1071.91,-355.096,103.871,1058.72,-427.795,125.459,997.03,-464.313,148.307,974.668,-418.257,176.772,987.992,394.016,89.1141,1140.62,349.738,100.813,1091.21,486.877,127.26,1085.36,550.336,136.428,1015.15,593.317,159.978,1000.07,552.888,191.631,1034.69
2554,0,-270.218,80.5723,1112.82,-227.699,110.018,1066.21,-348.884,103.875,1050.88,-419.649,125.471,987.264,-455.167,147.911,963.798,-409.24,176.344,977.781,389.956,89.1656,1134.4,344.055,98.7342,1085.78,480.248,127.866,1075.74,541.849,137.702,1003.46,583.786,161.757,986.974,543.428,193.131,1022.11
2555,0,-265.678,79.8297,1107.44,-221.867,108.862,1062.13,-342.383,103.424,1043.71,-411.152,125.2,977.936,-445.688,147.712,953.747,-400.081,175.858,968.282,385.868,88.7354,1128.32,338.386,96.7539,1080.77,473.591,127.991,1066.26,533.146,138.472,992.437,573.857,163,974.308,533.621,194.1,1009.76
2556,0,-260.993,78.9733,1102.74,-214.862,107.13,1057.79,-335.901,103.015,1036.75,-402.44,124.527,969.04,-436.205,147.372,943.879,-390.915,175.543,959.322,381.543,88.5675,1122.4,332.914,94.3545,1076.19,466.697,128.377,1056.95,524.085,139.105,982.256,563.393,164.342,962.23,523.324,195.247,997.659
2557,0,-256.252,78.2283,1098.12,-209.453,105.332,1054.38,-328.931,102.255,1029.98,-393.841,123.908,960.656,-427.216,147.077,934.694,-381.427,174.381,951.236,377.165,88.5835,1116.93,327.315,91.826,1071.97,459.75,128.948,1048.08,514.376,140.416,971.577,552.483,165.45,950.48,512.519,196.232,986.644
2558,0,-251.324,77.4474,1093.88,-202.71,103.636,1050.76,-322.291,101.476,1023.75,-384.879,123.208,952.377,-417.412,146.518,925.966,-372.066,173.966,943.08,372.637,88.0151,1111.86,321.582,89.3978,1068.1,452.653,128.935,1039.61,504.244,140.683,961.964,541.531,166.127,939.554,502.267,196.321,976.259
2559,0,-246.65,76.5538,1089.8,-196.848,102.064,1047.85,-315.629,100.68,1017.78,-375.783,122.564,944.461,-407.714,146.093,916.985,-363.124,173.232,935.672,368.123,87.6354,1107.23,315.917,87.1709,1064.6,445.57,129.11,1031.59,494.075,140.777,952.537,530.006,166.45,929.021,490.868,196.642,966.078
2560,0,-241.966,75.951,1086.12,-190.524,100.636,1044.51,-308.589,100.38,1011.93,-366.922,121.786,937.127,-398.398,145.473,908.872,-353.857,172.416,928.638,363.152,87.0076,1102.62,309.573,84.6523,1061.63,438.03,129.037,1023.58,482.963,141.109,943.217,518.165,166.531,918.837,479.731,196.871,956.966
2561,0,-237.265,75.5153,1082.53,-184.75,98.8619,1041.57,-301.848,99.9349,1006.54,-357.902,121.64,930.035,-388.227,145.258,900.984,-343.735,171.689,921.415,357.995,86.683,1098.26,303.676,82.1062,1058.88,430.304,129.267,1015.82,471.913,141.015,934.754,506.222,166.984,909.496,468.545,196.883,948.137
2562,0,-232.39,74.8991,1079.12,-178.471,97.41,1039,-294.835,99.5195,1001.28,-348.748,121.38,923.239,-378.294,144.337,893.757,-334.032,171.216,914.892,352.786,85.9106,1094.21,297.705,80.0361,1056.48,422.526,129.049,1008.37,461.073,140.737,926.914,494.278,167.142,900.115,456.991,196.695,939.749
2563,0,-227.581,74.2265,1076.06,-172.516,95.9785,1036.95,-287.623,99.2802,996.274,-339.552,121.003,917.143,-367.954,144.056,886.89,-324.261,170.641,908.879,347.657,85.4076,1090.29,291.969,78.0647,1054.02,414.828,129.101,1001.06,450.398,140.386,919.666,482.443,167.403,891.51,445.537,196.33,931.913
2564,0,-222.791,73.4602,1073.36,-166.137,93.4991,1035.32,-280.509,99.1084,991.895,-329.496,120.542,911.088,-356.861,143.807,879.907,-313.47,170.048,902.898,342.503,85.0672,1086.39,285.967,76.3043,1051.83,406.933,129.306,994.21,439.345,140.459,912.359,470.135,167.128,883.342,433.848,196.428,924.2
2565,0,-217.991,72.6697,1070.86,-159.99,91.6947,1033.65,-273.294,98.9003,987.697,-319.712,120.139,905.303,-346.412,143.775,873.686,-303.343,169.772,897.479,337.097,84.6372,1082.86,280.096,74.3338,1049.92,398.83,129.78,987.865,428.475,140.128,905.545,457.724,166.912,875.695,422.159,195.565,917.462
2566,0,-213.276,71.8771,1068.43,-154.314,89.6965,1032.7,-266.162,98.4157,983.669,-310.3,120.023,899.87,-335.396,144.101,867.228,-292.501,169.357,892.098,332.063,84.0316,1079.71,274.107,72.2924,1048.1,390.472,130.49,982.115,417.477,139.213,899.396,445.205,166.237,868.374,410.398,194.913,910.676
2567,0,-208.9,71.048,1065.98,-148.222,85.759,1032.39,-259.542,98.2015,980.032,-301.481,119.955,894.932,-325.258,144.451,861.523,-282.697,169.029,887.372,326.736,83.925,1076.62,268.356,70.7774,1046.75,381.911,131.35,976.989,406.363,138.699,893.717,432.641,165.547,861.218,398.324,194.558,904.331
2568,0,-204.473,70.2155,1063.63,-143.052,84.8674,1030.95,-252.785,97.7288,976.081,-292.691,120.102,890.216,-314.766,145.225,855.734,-272.725,168.643,883.033,321.437,83.9181,1073.72,262.498,69.7507,1045.36,373.248,132.24,972.469,395.131,138.102,887.895,420.485,164.889,854.876,387.104,193.506,898.407
2569,0,-200.144,69.4022,1061.22,-138.026,83.6666,1029.42,-246.578,97.5278,972.924,-284.214,120.803,886.169,-305.116,145.916,850.325,-262.771,168.637,878.673,316.181,83.7142,1070.55,256.894,68.3854,1044.23,364.618,133.027,968.512,384.594,136.898,882.92,408.656,164.044,848.759,376.112,192.496,893.043
2570,0,-196.123,68.622,1058.82,-132.187,80.4301,1028.53,-240.518,97.6263,969.546,-276.198,120.953,882.257,-295.723,146.654,845.601,-253.093,168.137,874.468,310.99,83.9014,1068.09,251.188,67.1931,1043,356.168,133.593,965.046,373.827,135.734,878.152,397.015,163.08,842.978,365.071,191.591,887.755
2571,0,-192.205,67.9433,1056.74,-129.262,81.5521,1026.62,-234.564,97.5095,966.62,-268.039,121.837,878.626,-286.665,147.352,841.474,-244.593,168.263,871.664,306.447,83.5464,1065.6,246.246,66.1699,1042.06,348.033,133.849,961.989,363.826,135.2,873.724,385.3,162.548,837.881,354.641,191.07,882.986
2572,0,-188.248,67.4673,1054.93,-124.906,80.9657,1025.64,-228.241,97.4549,963.515,-260.737,122.55,875.476,-278.09,147.622,837.564,-235.786,168.164,868.16,302.335,83.9678,1063.44,241.711,64.9912,1041.27,340.32,133.766,959.252,354.193,134.591,869.819,374.343,162.007,833.147,343.642,190.308,878.616
2573,0,-184.485,67.0167,1053.2,-120.611,80.0029,1024.9,-222.826,97.2994,961.155,-253.534,122.386,872.726,-269.767,147.53,834.663,-227.696,167.962,865.783,298.632,83.7979,1061.92,237.886,63.875,1040.57,333.087,133.393,956.749,344.856,134.183,866.404,363.484,161.913,828.812,333.325,189.797,875.125
2574,0,-180.789,66.5931,1051.84,-115.935,78.5612,1024.88,-217.328,97.4637,959.028,-245.937,122.523,869.768,-261.577,147.698,831.674,-219.898,168.068,863.33,294.464,84.9328,1060.08,234.38,62.3171,1040.17,326.319,132.881,954.409,335.908,134.164,863.341,353.345,161.963,825.405,322.692,189.635,871.658
2575,0,-177.388,66.2538,1050.67,-111.12,76.7503,1025.01,-212.056,97.7387,957.37,-239.16,122.202,867.71,-254.176,147.637,829.541,-213.042,167.719,861.682,291.355,85.1348,1058.65,231.424,61.116,1039.7,319.901,132.507,952.119,327.958,134.396,860.863,343.464,161.965,822.601,312.859,189.151,868.766
2576,0,-174.338,66.0925,1049.74,-106.962,75.8657,1025.28,-207.267,97.7885,955.991,-232.502,121.975,865.751,-247.056,147.81,827.315,-206.114,167.655,860.202,288.673,85.6733,1057.28,229.477,59.7714,1039.45,313.502,132.95,950.344,320.517,134.372,859.078,333.776,162.54,819.798,303.309,188.899,866.756
2577,0,-171.369,65.7436,1049.03,-103.685,75.2355,1025.41,-202.659,97.7872,954.631,-226.441,122.281,864.023,-239.92,147.941,825.248,-200.302,167.821,859.024,286.21,85.9568,1056.71,227.199,58.5452,1039.69,307.736,133.141,947.775,312.824,135.309,857.099,324.93,163.116,818.089,293.362,188.952,864.804
2578,0,-168.985,65.6408,1048.25,-101.512,74.4449,1026,-198.292,97.9575,953.455,-219.965,122.541,862.256,-233.392,148.195,823.676,-193.519,168.267,857.71,284.055,86.4607,1055.88,225.717,57.2339,1039.91,300.572,136.674,947.372,305.97,135.83,855.549,316.131,164.63,816.085,284.151,188.9,863.264
2579,0,-166.725,65.4509,1047.78,-98.3307,72.7946,1026.43,-194.57,98.4818,952.402,-214.914,123.045,861.396,-227.115,149.114,821.83,-187.877,168.571,856.862,282.66,86.7356,1055.31,224.652,56.2138,1040.23,295.95,136.916,945.92,299.45,136.493,854.633,307.879,165.058,814.672,275.803,188.669,862.228
2580,0,-165.068,65.4449,1047.45,-97.1136,72.5667,1026.47,-191.186,99.0138,951.51,-209.741,124.472,860.338,-220.676,150.372,820.429,-182.085,169.183,856.183,281.314,87.6261,1054.95,224.131,55.2672,1040.57,292.414,136.565,944.138,293.381,137.184,853.586,299.687,166.252,813.461,267.886,188.418,861.768
2581,0,-163.654,65.4182,1046.94,-95.4838,71.5747,1026.59,-188.054,100.178,950.802,-205.095,125.261,858.983,-214.68,151.781,819.134,-176.098,170.033,855.502,280.121,88.2055,1054.86,223.97,54.3437,1041.04,288.037,137.421,943.197,288.198,138.363,853.164,292.1,167.21,812.468,259.909,188.678,861.418
2582,0,-162.654,65.4123,1046.44,-96.0702,72.7094,1025.81,-185.318,101.429,949.966,-200.52,126.823,858.294,-208.973,153.457,817.713,-170.679,170.803,854.861,279.468,88.7013,1054.87,224.277,53.7037,1041.47,283.021,139.844,943.601,283.185,139.531,852.646,285.268,168.346,811.791,252.854,188.93,861.155
2583,0,-162.011,65.5375,1046.11,-95.285,71.4544,1026.06,-182.943,102.949,949.262,-196.142,128.817,857.372,-203.314,155.267,816.932,-164.927,171.809,853.937,278.948,89.4103,1054.65,224.082,53.0687,1041.83,279.991,140.355,942.798,278.154,140.551,852.454,278.751,169.531,811.299,246.408,188.971,861.308
2584,0,-161.718,65.7682,1045.86,-94.9603,70.559,1026.18,-180.769,104.584,948.823,-192.258,131.201,856.66,-197.375,158.166,815.782,-159.369,173.149,853.543,278.588,90.2311,1054.37,224.31,52.9499,1041.97,276.753,141.329,942.206,274.036,142.142,852.271,272.652,171.272,811.225,240.692,188.968,861.815
2585,0,-161.797,66.1604,1045.63,-94.7592,69.5507,1026.27,-178.864,106.656,948.231,-188.589,133.768,856.576,-192.574,160.603,815.255,-153.913,174.14,853.482,278.428,91.1554,1054.11,224.672,52.929,1042.22,272.966,142.853,943.063,270.492,143.329,852.297,268.359,173.709,812.261,234.258,188.808,862.029
2586,0,-162.198,66.7748,1045.47,-93.4426,66.653,1026.62,-177.581,108.477,948.015,-184.824,136.801,855.793,-187.536,163.387,814.742,-148.719,175.215,853.392,278.132,92.3695,1054.12,225.247,53.014,1042.47,270.841,143.564,942.446,267.96,145.222,852.682,265.002,176.073,813.685,228.515,187.756,861.888
2587,0,-162.637,67.3842,1045.29,-94.3482,66.1682,1026.22,-175.822,110.775,947.721,-181.157,139.658,855.538,-182.497,166.324,814.177,-143.549,176.403,853.604,277.858,93.6716,1054.23,225.642,53.1742,1042.59,268.507,146.094,943.185,266.64,147.674,853.084,263.144,178.302,815.02,223.999,187.208,862.118
2588,0,-163.181,68.1113,1045.03,-95.0344,65.4446,1026.43,-174.139,113.226,947.299,-177.978,142.713,855.915,-177.775,169.314,814.134,-138.58,177.661,853.934,277.854,94.4834,1054.47,226.061,53.6081,1042.69,267.795,147.267,943.295,266.434,150.515,853.554,262.575,180.602,816.175,220.799,187.623,862.77
2589,0,-164.046,69.1955,1044.96,-96.2718,64.6852,1026.35,-172.825,115.54,947.154,-174.937,145.929,855.606,-172.968,172.186,813.858,-133.848,178.892,854.24,278.041,95.2937,1054.7,226.416,54.0858,1042.75,267.976,148.358,943.873,266.979,152.63,854.176,263.147,182.398,816.688,221.479,189.056,863.326
2590,0,-164.634,70.2835,1044.7,-97.1534,64.3362,1026.34,-171.821,117.55,947.454,-172.028,148.818,855.765,-168.547,175.076,813.812,-129.861,180.163,854.74,278.424,96.4433,1054.79,226.806,54.6984,1042.56,268.026,150.552,944.493,268.23,154.225,854.556,263.781,184.247,816.926,223.611,191.038,863.275
2591,0,-165.328,71.5602,1044.58,-98.1477,64.0658,1026.37,-170.802,120.082,947.602,-169.084,151.698,856.303,-164.723,177.985,814.489,-126.254,181.628,855.375,278.795,97.6025,1054.77,227.603,55.7544,1042.31,269.446,152.094,944.934,269.964,155.409,854.894,265.209,186.057,816.862,226.187,192.982,863.13
2592,0,-166.141,72.7948,1044.59,-99.4028,63.922,1026.31,-169.691,122.312,947.468,-166.651,154.475,856.347,-161.18,180.682,814.797,-123.052,182.738,855.974,279.138,98.5915,1054.82,228.268,56.8103,1042.16,270.98,152.584,945.139,271.964,156.763,855.032,266.931,187.373,816.815,228.029,194.222,863.172
